#sommet;position;couleur;etiquette
1141;0.00529901729897 0.00530822249129;0 255 255 40;"LEON/GUANAJUATO"
1142;0.00518167903647 0.00518909282982;0 255 255 40;"Manzanillo"
1143;0.00543641438708 0.00560451485217;0 255 255 40;"Monterrey"
1144;0.00484234699979 0.00543855503201;0 255 255 40;"SAN JOSE CABO"
1145;0.00516053009778 0.00549880880862;0 255 255 40;"Durango"
1146;0.00569525593892 0.00497672846541;0 255 255 40;"Huatulco"
1147;0.00535821309313 0.00509501481429;0 255 255 40;"Ixtapa"
1148;0.00538041628897 0.00522608915344;0 255 255 40;"MORELIA"
1149;0.00539415236562 0.00538358930498;0 255 255 40;"San Luis Potosi"
1150;0.00529265776277 0.00542164314538;0 255 255 40;"ZACATECAS"
1151;0.00475567858666 0.005822267849;0 255 255 40;"Hermosillo"
1152;0.00504955137148 0.00545018352568;0 255 255 40;"Mazatlan"
1153;0.00567850377411 0.00505484594032;0 255 255 40;"Oaxaca"
1154;0.00542162451893 0.00579690001905;0 255 255 40;"Piedras Negras"
1155;0.00556003907695 0.00519025558606;0 255 255 40;"Puebla Huejotsngo"
1156;0.00559288915247 0.00539098773152;0 255 255 40;"Tampico Javier"
1157;0.00524087529629 0.00559922726825;0 255 255 40;"Torreon"
1158;0.00569750880823 0.00519014988095;0 255 255 40;"Veracruz"
1159;0.00590151548386 0.00511826807633;0 255 255 40;"Villahermosa"
1160;0.00549034122378 0.00572290318087;255 0 255 40;"Laredo"
1161;0.00473561976105 0.00562671059743;0 255 255 40;"Loreto"
1162;0.00488675292581 0.00561402831227;0 255 255 40;"Los Mochis"
1163;0.00447663292289 0.00604742020369;0 255 255 40;"Mexicali"
1164;0.00437938980758 0.00604107882828;0 255 255 40;"Tijuana"
1165;0.00609287573025 0.00620069354773;255 0 255 40;"MEMPHIS"
1166;0.00555375264958 0.00584975117818;255 0 255 40;"SAN ANTONIO"
1167;0.00432895217091 0.006118982099;255 0 255 40;"Santa Ana"
1168;0.0221357867122 0.00431385077536;0 0 255 40;"Kosrae"
1169;0.0218345019966 0.00442167045549;0 0 255 40;"Pohnpei"
1170;0.0214296504855 0.00445021130145;0 0 255 40;"Truk"
1171;0.0205575916916 0.00458022812381;0 0 255 40;"Yap"
1172;0.0185703281313 0.00701145362109;0 0 255 40;"Ulan Bator"
1173;0.0114341564476 0.0062472037971;0 255 0 40;"Tangier"
1174;0.0113707305863 0.00613621389493;0 255 0 40;"Rabat"
1175;0.0114616379142 0.00623346026987;0 255 0 40;"Tetuan"
1176;0.0128833744675 0.00254539772868;0 255 0 40;"Windhoek"
1177;0.0112259164453 0.00735605508089;255 255 0 40;"GALWAY"
1178;0.0120738483965 0.00723889842629;255 255 0 40;"Bergen"
1179;0.0221791043878 0.00272403960116;0 0 255 40;"BELEP"
1180;0.0222430601716 0.00264476262964;0 0 255 40;"KONE"
1181;0.0222266726196 0.00267647579312;0 0 255 40;"KOUMAC"
1182;0.0224190484732 0.0025443402119;0 0 255 40;"ILE DES PINS"
1183;0.0224053133279 0.00265955994837;0 0 255 40;"LIFOU"
1184;0.0223778411746 0.00255491118878;0 0 255 40;"ILE OUEN"
1185;0.0222795438021 0.00265744864009;0 0 255 40;"Touho"
1186;0.0224539339542 0.00260882358998;0 0 255 40;"MARE"
1187;0.0223693735898 0.00267647579312;0 0 255 40;"Ouvea"
1188;0.0224412512034 0.00264476262964;0 0 255 40;"Tiga"
1189;0.0222066119313 0.00269021536224;0 0 255 40;"Poum"
1190;0.0211218968034 0.00354928383604;0 0 255 40;"Lae"
1191;0.0209465995431 0.00360456621274;0 0 255 40;"Mt. Hagen"
1192;0.0224689785391 0.00285617122427;0 0 255 40;"Port Vila"
1193;0.0228852387518 0.0013551551383;0 0 255 40;"Wellington"
1194;0.0225004479289 0.00112154730596;0 0 255 40;"Queenstown"
1195;0.0229782313108 0.00155705376528;0 0 255 40;"Rotorua"
1196;0.0122660575435 0.00516795087606;0 255 0 40;"Arlit"
1197;0.0122512569651 0.00483286287636;0 255 0 40;"MARADI"
1198;0.0121328672394 0.00492059951648;0 255 0 40;"Tahoua"
1199;0.0123685915023 0.00485083600506;0 255 0 40;"Zinder"
1200;0.012628625147 0.00472821807489;0 255 0 40;"Maiduguri"
1201;0.0124594969675 0.00799874402583;255 255 0 40;"TRONDHEIM"
1202;0.0124478684738 0.00773128960282;255 255 0 40;"Sandefjord"
1203;0.0121561223641 0.0077112307772;255 255 0 40;"Stavanger"
1204;0.0129996519536 0.00839618220925;255 255 0 40;"Tromso"
1205;0.0123907867819 0.00785077176988;255 255 0 40;"Fagernes"
1206;0.012974283658 0.00835602730513;255 255 0 40;"BARDUFOSS"
1207;0.0122523140162 0.00795539095998;255 255 0 40;"Molde"
1208;0.0125186927617 0.0079459073022;255 255 0 40;"ROROS"
1209;0.0127184763551 0.00798395369202;255 255 0 40;"OSTERSUND"
1210;0.0164287351072 0.0059755416587;0 0 255 40;"Faisalabad"
1211;0.0163410119712 0.00613515637815;0 0 255 40;"Peshawar"
1212;0.0194434411824 0.00512989657;0 0 255 40;"Laoag"
1213;0.00692794239148 0.00353289861232;0 0 255 40;"Manille"
1214;0.0131286112592 0.0072852303274;255 255 0 40;"WARSAW"
1215;0.0131941484287 0.00714992592111;255 255 0 40;"Rzeszow"
1216;0.0128749189898 0.00721969269216;255 255 0 40;"Wroclaw"
1217;0.0127438446507 0.00737508153543;255 255 0 40;"Szczecin"
1218;0.01331782341 0.00713618658483;255 255 0 40;"LVOV"
1219;0.00901020597667 0.00273144175299;0 255 255 40;"BELO HORIZONTE **"
1220;0.00958114024252 0.00352317444049;0 255 255 40;"JOAO PESSOA"
1221;0.0102026872337 0.00632119690999;255 255 0 40;"SANTA MARIA (ACORES)"
1222;0.0198155511171 0.00343861011788;0 0 255 40;"BAUCAU"
1223;0.0100804390386 0.00643472280353;255 255 0 40;"Terceira Island"
1224;0.0112629132345 0.0066140005365;255 255 0 40;"BRAGA (ACORES)"
1225;0.0113707305863 0.00662879832089;255 255 0 40;"BRAGANCA"
1226;0.00982637610286 0.00649455515668;255 255 0 40;"CORVO"
1227;0.00982320401818 0.00647975411266;255 255 0 40;"FLORES ISLAND"
1228;0.00998387672007 0.00642056204379;255 255 0 40;"HORTA (ACORES)"
1229;0.0100018456578 0.00641633197665;255 255 0 40;"PICO(ACORES)"
1230;0.0100229876116 0.00645438581705;255 255 0 40;"GRACIOSA(ACORES)"
1231;0.010007482022 0.00642877072096;255 255 0 40;"SAO JORGE(ACORES)"
1232;0.011257625185 0.00633176788688;255 255 0 40;"Portimao"
1233;0.0113073084503 0.00659603159875;255 255 0 40;"Vila Real"
1234;0.011916170828 0.00644909869879;255 255 0 40;"ALBACETE"
1235;0.00692052906379 0.00643747393042;255 0 255 40;"CAMPS SPRINGS"
1236;0.00696028443053 0.00631929282099;255 0 255 40;"NORFOLK NAS CHAMBERS. VA"
1237;0.00721545564011 0.00535716349259;0 0 255 40;"Providenciales"
1238;0.0153177725151 0.00262362067588;0 255 0 40;"Saint-Pierre De La Reunion"
1239;0.0133009115234 0.00694380141795;255 255 0 40;"CLUJ-NAPOCA"
1240;0.0132501758635 0.00700193922967;255 255 0 40;"Satu Mare"
1241;0.0131486952305 0.00687826424837;255 255 0 40;"TIMISOARA"
1242;0.0133273378015 0.00688037928194;255 255 0 40;"Sibiu"
1243;0.0131878070533 0.0069586019963;255 255 0 40;"Oradea"
1244;0.0141233000904 0.00718798022717;255 255 0 40;"Belgorod"
1245;0.0153663977981 0.00765519589186;255 255 0 40;"Perm"
1246;0.0160228293389 0.00819958839566;255 255 0 40;"Salehard"
1247;0.0147205358371 0.00724717602134;255 255 0 40;"Saratov"
1248;0.0164498835802 0.00786025635898;255 255 0 40;"Surgut"
1249;0.0159551668912 0.00760129094124;255 255 0 40;"Tyumen"
1250;0.0148674650118 0.00742370309308;255 255 0 40;"Ulyanovsk"
1251;0.0142860868946 0.00725351739675;255 255 0 40;"Voronezh"
1252;0.0156422890723 0.00758226402104;255 255 0 40;"Ekaterinburg"
1253;0.0146211748943 0.00706853438169;255 255 0 40;"Volgograd"
1254;0.0142691750079 0.00683492608368;255 255 0 40;"Krasnodar"
1255;0.0145894624293 0.00754949357361;255 255 0 40;"NIZHNIY NOVGOROD"
1256;0.014979516156 0.00735076703131;255 255 0 40;"Samara"
1257;0.0153463128954 0.0074480175972;255 255 0 40;"Ufa"
1258;0.0208504088223 0.00695014605299;255 255 0 40;"Yuzhno-Sakhalinsk"
1259;0.020149577409 0.00671759154648;255 255 0 40;"Vladivostok"
1260;0.0213577728719 0.00777674932033;255 255 0 40;"Magadan"
1261;0.0137099931017 0.00385191827081;0 255 0 40;"Kigali"
1262;0.00781904347241 0.00507281534374;0 255 255 40;"ST KITTS"
1263;0.00793002266437 0.00486563332379;0 255 255 40;"CASTRIES (ST LUCIA)"
1264;0.00793318450451 0.00484872143716;0 255 255 40;"St. Lucia Hewanorra"
1265;0.00822282303125 0.00696600042284;255 0 255 40;"Miquelon"
1266;0.00791733991355 0.00480960961431;0 255 255 40;"Mustique"
1267;0.00790255051106 0.00477683916688;0 255 255 40;"Union Island"
1268;0.00790676567703 0.00481700804085;0 255 255 40;"St. Vincent"
1269;0.012225096114 0.00400075130165;0 255 0 40;"Sao Tome Island"
1270;0.0147607047111 0.00554426107556;96 159 191 40;"RIYADH"
1271;0.0139425434172 0.00595122762024;0 255 0 40;"AL ARISH"
1272;0.0136864194646 0.00593790924177;0 255 0 40;"BORG ELARAB"
1273;0.0144467595965 0.00572184566408;96 159 191 40;"HAIL"
1274;0.0166160240769 0.004682761617;0 0 255 40;"CALICUT"
1275;0.0167764984071 0.00507915671915;0 0 255 40;"HYDERABAD"
1276;0.0150735937059 0.00605376111344;0 0 255 40;"ISFAHAN"
1277;0.0143695939332 0.00533919408917;96 159 191 40;"TAIF"
1278;0.0147860730067 0.00508127175272;96 159 191 40;"SHARURAH"
1279;0.0141218388453 0.00577607378364;96 159 191 40;"TABUK"
1280;0.0144763570279 0.00542481569573;96 159 191 40;"AL-BAHA"
1281;0.0143981343135 0.0059406561777;96 159 191 40;"ARAR"
1282;0.0141719244421 0.00596391316503;96 159 191 40;"Gurayat"
1283;0.0145038403571 0.00524405855685;96 159 191 40;"BISHA"
1284;0.0144985709339 0.00505063449964;96 159 191 40;"GIZAN"
1285;0.014615887776 0.00509290024638;96 159 191 40;"NEJRAN"
1286;0.014557749033 0.00585715007037;96 159 191 40;"RAFHA"
1287;0.0146862687543 0.00574580766261;96 159 191 40;"HAFR ALBATIN"
1288;0.014944630675 0.0055833728984;96 159 191 40;"HOFUF"
1289;0.0142489848658 0.00598685024306;96 159 191 40;"TURAIF"
1290;0.0146634550765 0.005276825279;96 159 191 40;"Wadi-Ad-Dawasir"
1291;0.0142120942473 0.00550409220159;96 159 191 40;"Yanbo"
1292;0.0143484519795 0.00587511900812;96 159 191 40;"JOUF"
1293;0.0147237088531 0.00577258551493;96 159 191 40;"QAISUMAH"
1294;0.0141296442598 0.00565208215266;96 159 191 40;"WEDJH"
1295;0.0146539416164 0.00463730888441;0 255 0 40;"BERBERA"
1296;0.0137290200219 0.00519331870601;0 255 0 40;"DONGOLA"
1297;0.0153346844018 0.00551466317847;96 159 191 40;"AL AIN"
1298;0.0146655701101 0.0047852951102;96 159 191 40;"ADEN"
1299;0.0145249459893 0.00491196895018;96 159 191 40;"HODEIDAH"
1300;0.0148997083306 0.00499036628753;96 159 191 40;"SEIYUN"
1301;0.0109267672524 0.00485929194838;0 255 0 40;"Tambacounda"
1302;0.0107555240393 0.00499459262937;0 255 0 40;"St. Louis"
1303;0.010980149731 0.00492271455005;0 255 0 40;"BAKEL"
1304;0.0107660954818 0.00477261282504;0 255 0 40;"Ziguinchor"
1305;0.0108496015891 0.00503370398656;0 255 0 40;"Podor"
1306;0.0109616527334 0.00452314689755;0 255 0 40;"Freetown"
1307;0.0167204998434 0.00479903863743;0 0 255 40;"BANGALORE"
1308;0.0192130170763 0.00389631441794;0 0 255 40;"BALIKPAPAN"
1309;0.0197214707732 0.00407389970496;0 0 255 40;"MANADO"
1310;0.0191622879356 0.00343332299963;0 0 255 40;"MATARAM"
1311;0.0129304155707 0.00706325052306;255 255 0 40;"Piestany"
1312;0.0130963716656 0.0070843892172;255 255 0 40;"TATRY/POPRAD"
1313;0.0128586422652 0.00672340579331;255 255 0 40;"Bol"
1314;0.0127914119512 0.00692900409922;255 255 0 40;"Maribor"
1315;0.0146729685366 0.00410455418751;0 255 0 40;"Mogadishu"
1316;0.0131476381794 0.00217437441461;0 255 0 40;"Upington"
1317;0.013761786744 0.0020760667976;0 255 0 40;"Durban"
1318;0.013856921345 0.00277372216806;0 255 0 40;"Mutare"
1319;0.0213916040957 0.00246717850678;0 0 255 40;"GLADSTONE"
1320;0.011414071545 0.00630745664239;255 255 0 40;"JEREZ"
1321;0.0114996917546 0.00661823060364;255 255 0 40;"Valladolid"
1322;0.0116297099739 0.00669433875009;255 255 0 40;"VITORIA"
1323;0.0117341820151 0.00661928812042;255 255 0 40;"Zaragoza"
1324;0.011252341792 0.00665416941047;255 255 0 40;"VIGO"
1325;0.0127987051383 0.00715288799256;255 255 0 40;"Pardubice"
1326;0.0141777396202 0.00435719080269;0 255 0 40;"ARBA MINCH"
1327;0.0114404968917 0.00657488964498;255 255 0 40;"SALAMANQUE"
1328;0.0125336674973 0.00714464206249;255 255 0 40;"BAYREUTH"
1329;0.0122533719987 0.00719643617049;255 255 0 40;"BONN"
1330;0.0109616527334 0.00569859240204;0 255 0 40;"LAAYOUNE"
1331;0.0127100199461 0.0082429042086;255 255 0 40;"BODO"
1332;0.0116117391735 0.00621443334967;255 255 0 40;"MELILLA"
1333;0.0106646195054 0.00574087258428;255 0 0 40;"Valverde"
1334;0.0116686094552 0.00661653699353;255 255 0 40;"Sabadell"
1335;0.0114912353456 0.00637722015381;255 255 0 40;"CORDOBA"
1336;0.011456457898 0.00625449698418;255 255 0 40;"Ceuta"
1337;0.0128711322322 0.00770523492247;255 255 0 40;"NYKOPING"
1338;0.0127649866045 0.00773448729888;255 255 0 40;"OREBRO-TAEBY"
1339;0.011621253565 0.00746070314199;255 255 0 40;"CARLISLE"
1340;0.0116349942982 0.00724294967949;255 255 0 40;"FILTON"
1341;0.0116614205763 0.0072683179751;255 255 0 40;"GLOUCESTER/CHELTENHAM"
1342;0.0115134334192 0.00741736218333;255 255 0 40;"ISLE OF MAN"
1343;0.0113453622907 0.00746810156852;255 255 0 40;"LONDONDERRY"
1344;0.0118580330163 0.00720806419849;255 255 0 40;"LYDD"
1345;0.0116724148393 0.00724717602134;255 255 0 40;"Lyneham"
1346;0.00565840862691 0.0069522568956;255 0 255 40;"Fargo Hector"
1347;0.00727781280875 0.00667002424598;255 0 255 40;"LAURENCE G. HANSCOM FIELD"
1348;0.00712453573942 0.00658123381436;255 0 255 40;"Westchester"
1349;0.0133780771866 0.00474195741117;0 255 0 40;"Nyala"
1350;0.0141592388973 0.00521869072691;0 255 0 40;"Port Sudan"
1351;0.00829998776317 0.00434661982581;0 255 255 40;"Paramaribo"
1352;0.0129626551643 0.00763404648751;255 255 0 40;"Visby"
1353;0.0128960609436 0.0079331882298;255 255 0 40;"SUNDSVALL"
1354;0.012767101638 0.00754526723176;255 255 0 40;"RONNEBY"
1355;0.0132448878139 0.00771755352616;255 255 0 40;"KARDLA"
1356;0.0132258608937 0.00766893196851;255 255 0 40;"KURESSAARE"
1357;0.0126340361312 0.00768481194973;255 255 0 40;"LIDKOPING"
1358;0.0128537770361 0.00775563670322;255 255 0 40;"Stockholm"
1359;0.0127385612577 0.00758332107216;255 255 0 40;"Vaxjo"
1360;0.0140323946252 0.00599773740396;96 159 191 40;"JERUSALEM"
1361;0.0131201548502 0.00822600722313;255 255 0 40;"GALLIVARE"
1362;0.0130219897255 0.00813668593764;255 255 0 40;"ARVIDSJAUR"
1363;0.0127818984911 0.00780531158671;255 255 0 40;"BORLANGE"
1364;0.0128421522677 0.00774291809648;255 255 0 40;"ESKILSTUNA"
1365;0.0128780910745 0.00781483296305;255 255 0 40;"GAVLE"
1366;0.0129298847169 0.00796491187066;255 255 0 40;"KRAMFORS"
1367;0.0127829564735 0.00768056046218;255 255 0 40;"LINKOPING"
1368;0.0130033511668 0.0079981982708;255 255 0 40;"ORNSKOLDSVIK"
1369;0.0126594398171 0.00778314517811;255 255 0 40;"HAGFORS"
1370;0.0127554731444 0.00814991258085;255 255 0 40;"Hemavan"
1371;0.0128844324499 0.00789197999984;255 255 0 40;"HUDIKSVALL"
1372;0.0128030404449 0.00762456236407;255 255 0 40;"HULTSFRED"
1373;0.0126846488565 0.00768372230232;255 255 0 40;"SKOVDE"
1374;0.0128802061081 0.00786450784653;255 255 0 40;"SODERHAMN"
1375;0.0128838000819 0.00810445286334;255 255 0 40;"Storuman"
1376;0.0129827400669 0.00807378347963;255 255 0 40;"LYCKSELE"
1377;0.0127216447145 0.0078454669565;255 255 0 40;"MORA"
1378;0.0128410942852 0.00760868936777;255 255 0 40;"OSKARSHAMN"
1379;0.0126233408228 0.00779048539698;255 255 0 40;"Torsby"
1380;0.0125789456069 0.00767213013023;255 255 0 40;"Trollhattan"
1381;0.0128548340872 0.00807483680546;255 255 0 40;"Vilhelmina"
1382;0.0127079058439 0.0079110218212;255 255 0 40;"SVEG"
1383;0.0124225001782 0.00692688953131;255 255 0 40;"ST MORITZ"
1384;0.00710338633507 0.00687298085541;255 0 255 40;"MONTREAL **"
1385;0.00676303682849 0.00674401735887;255 0 255 40;"TORONTO"
1386;0.012887426652 0.00693763466552;255 255 0 40;"SARMELLEK"
1387;0.0148579515517 0.0059026023373;0 0 255 40;"ABADAN"
1388;0.012289416045 0.006980586797;255 255 0 40;"Grenchen"
1389;0.0123146791011 0.00612775795162;0 255 0 40;"Tozeur"
1390;0.0113147068769 0.00742581766099;255 255 0 40;"ENNISKILLEN"
1391;0.00126740336418 0.00817843899131;255 0 255 40;"SHISHMAREF"
1392;0.0130197359249 0.00666368287057;255 255 0 40;"TITOGRAD"
1393;0.0129869654775 0.00666579790413;255 255 0 40;"TIVAT"
1394;0.0142860868946 0.00358237046748;0 255 0 40;"Zanzibar"
1395;0.0181602090597 0.00490474468097;0 0 255 40;"Utapao"
1396;0.0118749458343 0.00458234269172;0 255 0 40;"Lama-Kara"
1397;0.0115250609815 0.00468487665057;0 255 0 40;"BOBO DIOULASSO"
1398;0.000683910213411 0.00263207685202;0 0 255 40;"Tongatapu"
1399;0.0079403789714 0.00468359002843;0 255 255 40;"Tobago"
1400;0.0123618943617 0.00632190145552;0 255 0 40;"Tabarka"
1401;0.0124764088541 0.00617849407718;0 255 0 40;"SFAX"
1402;0.0143215861171 0.00657691666856;255 255 0 40;"Trabzon"
1403;0.0142934862524 0.00705690588802;255 255 0 40;"Lugansk"
1404;0.0153505392373 0.00560979824513;96 159 191 40;"Ras Al Khaymah"
1405;0.0209444556385 0.00265533360653;0 0 255 40;"HUGHENDEN"
1406;0.0117037035525 0.00736133847386;255 255 0 40;"Sheffield"
1407;0.0118432343006 0.00724735390395;255 255 0 40;"London"
1408;0.0117259016261 0.00779172126204;255 255 0 40;"Shetland Islands"
1409;0.011537745595 0.00717424042523;255 255 0 40;"Plymouth"
1410;0.0115409167483 0.0072492910549;255 255 0 40;"Swansea"
1411;0.0139362020418 0.00309084029868;0 255 0 40;"LILONGWE"
1412;0.0116149112582 0.00771439168602;255 255 0 40;"KIRKWALL"
1413;0.0113929295912 0.0071414699778;255 255 0 40;"ISLES OF SCILLY"
1414;0.011607510969 0.00755689200014;255 255 0 40;"DUNDEE"
1415;0.0114394398406 0.00715521350503;255 255 0 40;"Penzance"
1416;0.0114394398406 0.00715415552258;255 255 0 40;"St. Just"
1417;0.0067704138346 0.00560662988573;0 255 255 40;"BIMINI"
1418;0.00701333861798 0.0055187875405;0 255 255 40;"CAT CAY"
1419;0.00689516495913 0.00635502114892;255 0 255 40;"Richmond"
1420;0.00647657783702 0.0062567172572;255 0 255 40;"Knoxville"
1421;0.00560767948627 0.00622183550149;255 0 255 40;"OKLAHOMA CITY"
1422;0.00664885994047 0.00601464975625;255 0 255 40;"Savannah"
1423;0.0069353193976 0.0055928863585;0 255 255 40;"NORTH ELEUTHERA"
1424;0.00760337291285 0.00287308683619;0 255 255 40;"COCHABAMBA"
1425;0.00814144220203 0.00277160713449;0 255 255 40;"CORUMBA"
1426;0.00686027947813 0.00533496402204;0 255 255 40;"CAMAGUEY"
1427;0.00636134715751 0.00639836257324;255 0 255 40;"LOUISVILLE"
1428;0.00469753658399 0.00656326068565;255 0 255 40;"SALT LAKE CITY"
1429;0.00182026345283 0.00409504072741;255 0 255 40;"CHRISTMAS I"
1430;0.00260034855455 0.00800401251763;255 0 255 40;"Isabel Pass"
1431;0.00609814468771 0.00504956254736;0 255 255 40;"FLORES"
1432;0.00721967080608 0.00523137301207;0 255 255 40;"CAP HAITIEN"
1433;0.00710127875209 0.00656749028713;255 0 255 40;"Teterboro"
1434;0.0207658130676 0.00655797682703;0 0 255 40;"MISAWA"
1435;0.014624344185 0.00272932695225;0 255 0 40;"BELO-SUR-TSIRIBIHINA"
1436;0.00531380716711 0.00536350440234;0 255 255 40;"AGUASCALIENTES"
1437;0.00696598924696 0.00631697056815;255 0 255 40;"NORFOLK"
1438;0.0042028548196 0.00648186914623;255 0 255 40;"RENO"
1439;0.00507596926764 0.00579584250227;0 255 255 40;"CHIHUAHUA INTL"
1440;0.00476203812286 0.0060135954991;255 0 255 40;"TUCSON"
1441;0.00598716596141 0.00516266701743;0 255 255 40;"CIUDAD DEL CARMEN"
1442;0.00504849711433 0.0059850551188;0 255 255 40;"CIUDAD JUAREZ"
1443;0.0048318086192 0.00571338972077;0 255 255 40;"CIUDAD OBREGON"
1444;0.00498188799247 0.00541952811182;0 255 255 40;"CULIACAN"
1445;0.00476309191436 0.00575038604438;0 255 255 40;"GUAYMAS"
1446;0.00639517838135 0.00619857851416;255 0 255 40;"CHATTANOOGA LOVELL"
1447;0.0164054781199 0.0054396125488;0 0 255 40;"AHMEDABAD"
1448;0.00715520558879 0.00373881356791;0 255 255 40;"IQUITOS"
1449;0.00726829236373 0.00662351446226;255 0 255 40;"PROVIDENCE"
1450;0.00707907555625 0.00656431820244;255 0 255 40;"Morristown"
1451;0.00710447691381 0.00660871714354;255 0 255 40;"Newburgh Stewart"
1452;0.00662880111486 0.00658123381436;255 0 255 40;"AKRON/CANTON"
1453;0.00645858980715 0.00597659917548;255 0 255 40;"ALBANY"
1454;0.00503792241216 0.00619963603094;255 0 255 40;"ALBUQUERQUE"
1455;0.00505165848881 0.00599351152778;255 0 255 40;"EL PASO"
1456;0.00701461033896 0.00655480474234;255 0 255 40;"ALLENTOWN"
1457;0.00534869264811 0.00621126452461;255 0 255 40;"AMARILLO INTL"
1458;0.00502098863944 0.00646389927715;255 0 255 40;"ASPEN"
1459;0.0060177994892 0.00591317331418;255 0 255 40;"BATON ROUGE"
1460;0.00630531273782 0.00645861588418;255 0 255 40;"BLOOMINGTON"
1461;0.00680529884994 0.00669962260872;255 0 255 40;"BUFFALO"
1462;0.00665416568518 0.00612986925989;255 0 255 40;"COLOMBIA. SC"
1463;0.0051573687233 0.0064385314472;255 0 255 40;"COLORADO SPRINGS"
1464;0.00654209684581 0.00651358161122;255 0 255 40;"COLUMBUS. OH ** (LCK. CMH)"
1465;0.00645964359865 0.00649772398174;255 0 255 40;"DAYTON"
1466;0.00648715253919 0.00670173764229;255 0 255 40;"Flint"
1467;0.00614992761984 0.00590471737087;255 0 255 40;"GULFPORT/BILOXI"
1468;0.0069469474256 0.00633176788688;255 0 255 40;"Hampton"
1469;0.00608546240255 0.00602627824992;255 0 255 40;"Jackson"
1470;0.00643322523683 0.00638884864748;255 0 255 40;"Lexington"
1471;0.00594908325002 0.00617955159396;255 0 255 40;"LITTLE ROCK"
1472;0.00621548295021 0.00592268677428;255 0 255 40;"Mobile"
1473;0.00605799024925 0.00660554459319;255 0 255 40;"Moline"
1474;0.00679050898179 0.00611401442438;255 0 255 40;"MYRTLE BEACH"
1475;0.00571655062959 0.00659603159875;255 0 255 40;"OMAHA"
1476;0.0043233553879 0.00611189939082;255 0 255 40;"ORANGE COUNT"
1477;0.00687296176329 0.00671125063673;255 0 255 40;"ROCHESTER"
1478;0.00408551702276 0.00643112882972;255 0 255 40;"SACRAMENTO"
1479;0.00697125820443 0.00671125063673;255 0 255 40;"SYRACUSE"
1480;0.00571760442108 0.00627257162705;255 0 255 40;"Tulsa"
1481;0.00631167180836 0.00590894697234;255 0 255 40;"Valparaiso"
